sequence_id,split,condition,frame_index,gt_track_id,gt_class,best_same_class_raw_iou,best_other_class_raw_iou,other_class_better,no_raw_overlap
ideal:fixture_calibration_0000,calibration,ideal,21,calibration:fixture_calibration_0000:crop/sorghum_rows/000003,crop,0.0,0.33386385896180215,True,False
ideal:fixture_calibration_0000,calibration,ideal,21,calibration:fixture_calibration_0000:crop/sorghum_rows/000004,crop,0.0,0.3803147996729354,True,False
ideal:fixture_calibration_0000,calibration,ideal,21,calibration:fixture_calibration_0000:crop/sorghum_rows/000005,crop,0.0,0.4043072630569361,True,False
ideal:fixture_calibration_0000,calibration,ideal,21,calibration:fixture_calibration_0000:crop/sorghum_rows/000009,crop,0.0,0.4229456230187759,True,False
ideal:fixture_calibration_0000,calibration,ideal,21,calibration:fixture_calibration_0000:crop/sorghum_rows/000010,crop,0.0,0.4790311280152137,True,False
ideal:fixture_calibration_0000,calibration,ideal,21,calibration:fixture_calibration_0000:crop/sorghum_rows/000011,crop,0.0,0.4436570428696413,True,False
ideal:fixture_calibration_0000,calibration,ideal,21,calibration:fixture_calibration_0000:weed/broadleaf/000003,weed,0.0,0.7910931174089069,True,False
ideal:fixture_calibration_0000,calibration,ideal,21,calibration:fixture_calibration_0000:weed/broadleaf/000005,weed,0.9559643255295429,0.2698367023955111,False,False
ideal:fixture_calibration_0000,calibration,ideal,22,calibration:fixture_calibration_0000:crop/sorghum_rows/000004,crop,0.0,0.3946756813860131,True,False
ideal:fixture_calibration_0000,calibration,ideal,22,calibration:fixture_calibration_0000:crop/sorghum_rows/000005,crop,0.28281034142490624,0.41305157326382425,True,False
ideal:fixture_calibration_0000,calibration,ideal,22,calibration:fixture_calibration_0000:crop/sorghum_rows/000010,crop,0.0,0.4829253550921729,True,False
ideal:fixture_calibration_0000,calibration,ideal,22,calibration:fixture_calibration_0000:crop/sorghum_rows/000011,crop,0.5518949429789195,0.47054401954336184,False,False
ideal:fixture_calibration_0000,calibration,ideal,22,calibration:fixture_calibration_0000:weed/broadleaf/000003,weed,0.0,0.7994623655913978,True,False
ideal:fixture_calibration_0000,calibration,ideal,22,calibration:fixture_calibration_0000:weed/broadleaf/000005,weed,0.9683397683397683,0.9691107424012426,True,False
ideal:fixture_calibration_0000,calibration,ideal,23,calibration:fixture_calibration_0000:crop/sorghum_rows/000004,crop,0.0,0.37902336308031687,True,False
ideal:fixture_calibration_0000,calibration,ideal,23,calibration:fixture_calibration_0000:crop/sorghum_rows/000005,crop,0.0,0.3954121306376361,True,False
ideal:fixture_calibration_0000,calibration,ideal,23,calibration:fixture_calibration_0000:crop/sorghum_rows/000010,crop,0.0,0.4802286803239638,True,False
ideal:fixture_calibration_0000,calibration,ideal,23,calibration:fixture_calibration_0000:crop/sorghum_rows/000011,crop,0.0,0.5019825535289453,True,False
ideal:fixture_calibration_0000,calibration,ideal,23,calibration:fixture_calibration_0000:weed/broadleaf/000005,weed,0.9014672916242104,0.9410502656313854,True,False
ideal:fixture_calibration_0000,calibration,ideal,24,calibration:fixture_calibration_0000:crop/sorghum_rows/000004,crop,0.0,0.3488562836052128,True,False
ideal:fixture_calibration_0000,calibration,ideal,24,calibration:fixture_calibration_0000:crop/sorghum_rows/000005,crop,0.0,0.4235408560311284,True,False
ideal:fixture_calibration_0000,calibration,ideal,24,calibration:fixture_calibration_0000:crop/sorghum_rows/000010,crop,0.0,0.4762114926295348,True,False
ideal:fixture_calibration_0000,calibration,ideal,24,calibration:fixture_calibration_0000:crop/sorghum_rows/000011,crop,0.0,0.46735428627031234,True,False
ideal:fixture_calibration_0000,calibration,ideal,24,calibration:fixture_calibration_0000:weed/broadleaf/000003,weed,0.0,0.8007670182166826,True,False
ideal:fixture_calibration_0000,calibration,ideal,25,calibration:fixture_calibration_0000:crop/sorghum_rows/000004,crop,0.0,0.37676396675043494,True,False
ideal:fixture_calibration_0000,calibration,ideal,25,calibration:fixture_calibration_0000:crop/sorghum_rows/000005,crop,0.2277980218636127,0.38773298656263544,True,False
ideal:fixture_calibration_0000,calibration,ideal,25,calibration:fixture_calibration_0000:crop/sorghum_rows/000010,crop,0.0,0.4508916920400174,True,False
ideal:fixture_calibration_0000,calibration,ideal,25,calibration:fixture_calibration_0000:crop/sorghum_rows/000011,crop,0.609354921613981,0.6017241379310345,False,False
ideal:fixture_calibration_0000,calibration,ideal,26,calibration:fixture_calibration_0000:crop/sorghum_rows/000004,crop,0.0,0.36389579305900766,True,False
ideal:fixture_calibration_0000,calibration,ideal,26,calibration:fixture_calibration_0000:crop/sorghum_rows/000005,crop,0.0,0.4220719335997541,True,False
ideal:fixture_calibration_0000,calibration,ideal,26,calibration:fixture_calibration_0000:crop/sorghum_rows/000010,crop,0.0,0.44412364130434784,True,False
ideal:fixture_calibration_0000,calibration,ideal,26,calibration:fixture_calibration_0000:crop/sorghum_rows/000011,crop,0.0,0.4943958868894602,True,False
ideal:fixture_calibration_0000,calibration,ideal,27,calibration:fixture_calibration_0000:crop/sorghum_rows/000004,crop,0.0,0.36258808456117875,True,False
ideal:fixture_calibration_0000,calibration,ideal,27,calibration:fixture_calibration_0000:crop/sorghum_rows/000005,crop,0.24592546454894634,0.38319401671799386,True,False
ideal:fixture_calibration_0000,calibration,ideal,27,calibration:fixture_calibration_0000:crop/sorghum_rows/000010,crop,0.0,0.45416666666666666,True,False
ideal:fixture_calibration_0000,calibration,ideal,27,calibration:fixture_calibration_0000:crop/sorghum_rows/000011,crop,0.603116290853813,0.5391137237169342,False,False
ideal:fixture_calibration_0000,calibration,ideal,28,calibration:fixture_calibration_0000:crop/sorghum_rows/000004,crop,0.0,0.38403377847604087,True,False
ideal:fixture_calibration_0000,calibration,ideal,28,calibration:fixture_calibration_0000:crop/sorghum_rows/000005,crop,0.2712421767264241,0.41945031712473574,True,False
ideal:fixture_calibration_0000,calibration,ideal,28,calibration:fixture_calibration_0000:crop/sorghum_rows/000010,crop,0.0,0.43629161558049606,True,False
ideal:fixture_calibration_0000,calibration,ideal,28,calibration:fixture_calibration_0000:crop/sorghum_rows/000011,crop,0.6023317703713091,0.5068991335971762,False,False
ideal:fixture_calibration_0000,calibration,ideal,29,calibration:fixture_calibration_0000:crop/sorghum_rows/000004,crop,0.0,0.38066776586974443,True,False
ideal:fixture_calibration_0000,calibration,ideal,29,calibration:fixture_calibration_0000:crop/sorghum_rows/000005,crop,0.2706019253147149,0.41455662676130944,True,False
ideal:fixture_calibration_0000,calibration,ideal,29,calibration:fixture_calibration_0000:crop/sorghum_rows/000010,crop,0.0,0.4350276799194766,True,False
ideal:fixture_calibration_0000,calibration,ideal,29,calibration:fixture_calibration_0000:crop/sorghum_rows/000011,crop,0.59765625,0.5117532887642873,False,False
degraded:fixture_test_0000,test,degraded,0,test:fixture_test_0000:crop/sorghum_rows/000000,crop,0.5355422912568677,0.0,False,False
degraded:fixture_test_0000,test,degraded,0,test:fixture_test_0000:crop/sorghum_rows/000001,crop,0.37369177098296735,0.0,False,False
degraded:fixture_test_0000,test,degraded,0,test:fixture_test_0000:crop/sorghum_rows/000011,crop,0.3670731293094664,0.0,False,False
degraded:fixture_test_0000,test,degraded,0,test:fixture_test_0000:crop/sorghum_rows/000012,crop,0.48681220301632117,0.0,False,False
degraded:fixture_test_0000,test,degraded,1,test:fixture_test_0000:crop/sorghum_rows/000000,crop,0.549662622801804,0.0,False,False
degraded:fixture_test_0000,test,degraded,1,test:fixture_test_0000:crop/sorghum_rows/000001,crop,0.437897204911458,0.0,False,False
degraded:fixture_test_0000,test,degraded,1,test:fixture_test_0000:crop/sorghum_rows/000011,crop,0.36717712048108525,0.0,False,False
degraded:fixture_test_0000,test,degraded,1,test:fixture_test_0000:crop/sorghum_rows/000012,crop,0.4925121677274429,0.0,False,False
degraded:fixture_test_0000,test,degraded,2,test:fixture_test_0000:crop/sorghum_rows/000000,crop,0.5385853778042208,0.0,False,False
degraded:fixture_test_0000,test,degraded,2,test:fixture_test_0000:crop/sorghum_rows/000001,crop,0.5436997319034853,0.0,False,False
degraded:fixture_test_0000,test,degraded,2,test:fixture_test_0000:crop/sorghum_rows/000011,crop,0.3729165932555763,0.0,False,False
degraded:fixture_test_0000,test,degraded,2,test:fixture_test_0000:crop/sorghum_rows/000012,crop,0.39238039559582966,0.0,False,False
degraded:fixture_test_0000,test,degraded,3,test:fixture_test_0000:crop/sorghum_rows/000000,crop,0.55112444862246,0.0,False,False
degraded:fixture_test_0000,test,degraded,3,test:fixture_test_0000:crop/sorghum_rows/000001,crop,0.5123533176872199,0.0,False,False
degraded:fixture_test_0000,test,degraded,3,test:fixture_test_0000:crop/sorghum_rows/000011,crop,0.3688314501281542,0.0,False,False
degraded:fixture_test_0000,test,degraded,3,test:fixture_test_0000:crop/sorghum_rows/000012,crop,0.3871439674484524,0.0,False,False
degraded:fixture_test_0000,test,degraded,4,test:fixture_test_0000:crop/sorghum_rows/000000,crop,0.5393519358467288,0.0,False,False
degraded:fixture_test_0000,test,degraded,4,test:fixture_test_0000:crop/sorghum_rows/000001,crop,0.5216183218961815,0.0,False,False
degraded:fixture_test_0000,test,degraded,4,test:fixture_test_0000:crop/sorghum_rows/000011,crop,0.36467515507672216,0.0,False,False
degraded:fixture_test_0000,test,degraded,4,test:fixture_test_0000:crop/sorghum_rows/000012,crop,0.3933046902971715,0.0,False,False
degraded:fixture_test_0000,test,degraded,5,test:fixture_test_0000:crop/sorghum_rows/000000,crop,0.5555257613484007,0.0,False,False
degraded:fixture_test_0000,test,degraded,5,test:fixture_test_0000:crop/sorghum_rows/000001,crop,0.5397633234028467,0.0,False,False
degraded:fixture_test_0000,test,degraded,5,test:fixture_test_0000:crop/sorghum_rows/000002,crop,0.781021897810219,0.781021897810219,False,False
degraded:fixture_test_0000,test,degraded,5,test:fixture_test_0000:crop/sorghum_rows/000011,crop,0.3764181056031996,0.0,False,False
degraded:fixture_test_0000,test,degraded,5,test:fixture_test_0000:crop/sorghum_rows/000012,crop,0.3855721393034826,0.0,False,False
degraded:fixture_test_0000,test,degraded,6,test:fixture_test_0000:crop/sorghum_rows/000000,crop,0.6858780929390464,0.0,False,False
degraded:fixture_test_0000,test,degraded,6,test:fixture_test_0000:crop/sorghum_rows/000001,crop,0.5215793935968348,0.0,False,False
degraded:fixture_test_0000,test,degraded,6,test:fixture_test_0000:crop/sorghum_rows/000002,crop,0.3926411575199231,0.0,False,False
degraded:fixture_test_0000,test,degraded,6,test:fixture_test_0000:crop/sorghum_rows/000011,crop,0.2535271483539974,0.0,False,False
degraded:fixture_test_0000,test,degraded,6,test:fixture_test_0000:crop/sorghum_rows/000012,crop,0.3963817163867302,0.0,False,False
degraded:fixture_test_0000,test,degraded,6,test:fixture_test_0000:crop/sorghum_rows/000013,crop,0.536539105210309,0.0,False,False
degraded:fixture_test_0000,test,degraded,7,test:fixture_test_0000:crop/sorghum_rows/000001,crop,0.5157836731480753,0.0,False,False
degraded:fixture_test_0000,test,degraded,7,test:fixture_test_0000:crop/sorghum_rows/000002,crop,0.4175019709426737,0.0,False,False
degraded:fixture_test_0000,test,degraded,7,test:fixture_test_0000:crop/sorghum_rows/000012,crop,0.4103216941480763,0.0,False,False
degraded:fixture_test_0000,test,degraded,7,test:fixture_test_0000:crop/sorghum_rows/000013,crop,0.5193000225073149,0.0,False,False
degraded:fixture_test_0000,test,degraded,8,test:fixture_test_0000:crop/sorghum_rows/000001,crop,0.49370454367717215,0.0,False,False
degraded:fixture_test_0000,test,degraded,8,test:fixture_test_0000:crop/sorghum_rows/000002,crop,0.41865744243865527,0.0,False,False
degraded:fixture_test_0000,test,degraded,8,test:fixture_test_0000:crop/sorghum_rows/000003,crop,0.9162021553325901,0.0,False,False
degraded:fixture_test_0000,test,degraded,8,test:fixture_test_0000:crop/sorghum_rows/000012,crop,0.4224299828529436,0.0,False,False
degraded:fixture_test_0000,test,degraded,8,test:fixture_test_0000:crop/sorghum_rows/000013,crop,0.525627869295166,0.0,False,False
degraded:fixture_test_0000,test,degraded,8,test:fixture_test_0000:crop/sorghum_rows/000014,crop,0.04710682492581603,0.0,False,False
degraded:fixture_test_0000,test,degraded,9,test:fixture_test_0000:crop/sorghum_rows/000001,crop,0.9010393131495708,0.0,False,False
degraded:fixture_test_0000,test,degraded,9,test:fixture_test_0000:crop/sorghum_rows/000002,crop,0.40845628280027724,0.0,False,False
degraded:fixture_test_0000,test,degraded,9,test:fixture_test_0000:crop/sorghum_rows/000003,crop,0.49254824694351823,0.0,False,False
degraded:fixture_test_0000,test,degraded,9,test:fixture_test_0000:crop/sorghum_rows/000013,crop,0.5237694781103142,0.0,False,False
degraded:fixture_test_0000,test,degraded,9,test:fixture_test_0000:crop/sorghum_rows/000014,crop,0.44015337577063807,0.0,False,False
degraded:fixture_test_0000,test,degraded,10,test:fixture_test_0000:crop/sorghum_rows/000002,crop,0.3840172216852649,0.0,False,False
degraded:fixture_test_0000,test,degraded,10,test:fixture_test_0000:crop/sorghum_rows/000003,crop,0.5026825473469607,0.0,False,False
degraded:fixture_test_0000,test,degraded,10,test:fixture_test_0000:crop/sorghum_rows/000013,crop,0.5072610455905651,0.0,False,False
degraded:fixture_test_0000,test,degraded,10,test:fixture_test_0000:crop/sorghum_rows/000014,crop,0.44700669922865455,0.0,False,False
degraded:fixture_test_0000,test,degraded,10,test:fixture_test_0000:weed/broadleaf/000006,weed,0.7907968574635241,0.05448504983388704,False,False
degraded:fixture_test_0000,test,degraded,11,test:fixture_test_0000:crop/sorghum_rows/000003,crop,0.5068703643509352,0.0,False,False
degraded:fixture_test_0000,test,degraded,11,test:fixture_test_0000:crop/sorghum_rows/000004,crop,0.7776017284839755,0.0,False,False
degraded:fixture_test_0000,test,degraded,11,test:fixture_test_0000:crop/sorghum_rows/000014,crop,0.45288227175285584,0.0,False,False
degraded:fixture_test_0000,test,degraded,11,test:fixture_test_0000:crop/sorghum_rows/000015,crop,0.16736462093862817,0.0,False,False
degraded:fixture_test_0000,test,degraded,11,test:fixture_test_0000:weed/broadleaf/000006,weed,0.7823846065742756,0.12388039134628634,False,False
degraded:fixture_test_0000,test,degraded,12,test:fixture_test_0000:crop/sorghum_rows/000003,crop,0.47311589613679544,0.0,False,False
degraded:fixture_test_0000,test,degraded,12,test:fixture_test_0000:crop/sorghum_rows/000004,crop,0.7832881639269522,0.0,False,False
degraded:fixture_test_0000,test,degraded,12,test:fixture_test_0000:crop/sorghum_rows/000014,crop,0.4744705770630876,0.0,False,False
degraded:fixture_test_0000,test,degraded,12,test:fixture_test_0000:crop/sorghum_rows/000015,crop,0.1550699108224155,0.0,False,False
degraded:fixture_test_0000,test,degraded,12,test:fixture_test_0000:weed/broadleaf/000006,weed,0.7711378786106888,0.05329471397538016,False,False
degraded:fixture_test_0000,test,degraded,13,test:fixture_test_0000:crop/sorghum_rows/000004,crop,0.7313509488226382,0.0,False,False
degraded:fixture_test_0000,test,degraded,13,test:fixture_test_0000:crop/sorghum_rows/000005,crop,0.41259853408933755,0.0,False,False
degraded:fixture_test_0000,test,degraded,13,test:fixture_test_0000:crop/sorghum_rows/000014,crop,0.8695154521175124,0.0,False,False
degraded:fixture_test_0000,test,degraded,13,test:fixture_test_0000:crop/sorghum_rows/000015,crop,0.19430085461204769,0.0,False,False
degraded:fixture_test_0000,test,degraded,13,test:fixture_test_0000:crop/sorghum_rows/000016,crop,0.5135097589775648,0.0,False,False
degraded:fixture_test_0000,test,degraded,13,test:fixture_test_0000:weed/broadleaf/000006,weed,0.8153062592145824,0.28274491823322634,False,False
degraded:fixture_test_0000,test,degraded,14,test:fixture_test_0000:crop/sorghum_rows/000004,crop,0.7242550186075571,0.0,False,False
degraded:fixture_test_0000,test,degraded,14,test:fixture_test_0000:crop/sorghum_rows/000005,crop,0.4256814475421294,0.0,False,False
degraded:fixture_test_0000,test,degraded,14,test:fixture_test_0000:crop/sorghum_rows/000015,crop,0.37352434009815627,0.0,False,False
degraded:fixture_test_0000,test,degraded,14,test:fixture_test_0000:crop/sorghum_rows/000016,crop,0.5015921093507301,0.0,False,False
degraded:fixture_test_0000,test,degraded,14,test:fixture_test_0000:weed/broadleaf/000006,weed,0.7947497279651795,0.0,False,False
degraded:fixture_test_0000,test,degraded,15,test:fixture_test_0000:crop/sorghum_rows/000005,crop,0.43140304875338875,0.0,False,False
degraded:fixture_test_0000,test,degraded,15,test:fixture_test_0000:crop/sorghum_rows/000006,crop,0.366831955922865,0.0,False,False
degraded:fixture_test_0000,test,degraded,15,test:fixture_test_0000:crop/sorghum_rows/000016,crop,0.5011795077224374,0.0,False,False
degraded:fixture_test_0000,test,degraded,15,test:fixture_test_0000:crop/sorghum_rows/000017,crop,0.5648517551160989,0.0,False,False
degraded:fixture_test_0000,test,degraded,15,test:fixture_test_0000:weed/broadleaf/000007,weed,0.8077796706416809,0.7204619484749778,False,False
degraded:fixture_test_0000,test,degraded,16,test:fixture_test_0000:crop/sorghum_rows/000005,crop,0.4169364629704573,0.0,False,False
degraded:fixture_test_0000,test,degraded,16,test:fixture_test_0000:crop/sorghum_rows/000006,crop,0.4925029336346647,0.0,False,False
degraded:fixture_test_0000,test,degraded,16,test:fixture_test_0000:crop/sorghum_rows/000016,crop,0.5077903682719547,0.0,False,False
degraded:fixture_test_0000,test,degraded,16,test:fixture_test_0000:crop/sorghum_rows/000017,crop,0.6080857846688885,0.0011627906976744186,False,False
degraded:fixture_test_0000,test,degraded,16,test:fixture_test_0000:crop/sorghum_rows/000018,crop,0.0,0.44,True,False
degraded:fixture_test_0000,test,degraded,16,test:fixture_test_0000:weed/broadleaf/000007,weed,0.7728310502283106,0.7728310502283106,False,False
degraded:fixture_test_0000,test,degraded,17,test:fixture_test_0000:crop/sorghum_rows/000005,crop,0.0,0.0,False,True
degraded:fixture_test_0000,test,degraded,17,test:fixture_test_0000:crop/sorghum_rows/000006,crop,0.32799614588942105,0.0,False,False
degraded:fixture_test_0000,test,degraded,17,test:fixture_test_0000:crop/sorghum_rows/000007,crop,0.5114442938033336,0.0,False,False
degraded:fixture_test_0000,test,degraded,17,test:fixture_test_0000:crop/sorghum_rows/000017,crop,0.5791870562611376,0.07774300358325396,False,False
degraded:fixture_test_0000,test,degraded,17,test:fixture_test_0000:crop/sorghum_rows/000018,crop,0.37487355856767146,0.0,False,False
degraded:fixture_test_0000,test,degraded,17,test:fixture_test_0000:weed/broadleaf/000001,weed,0.0,0.9287917737789203,True,False
degraded:fixture_test_0000,test,degraded,17,test:fixture_test_0000:weed/broadleaf/000007,weed,0.6627377444414679,0.6627377444414679,False,False
degraded:fixture_test_0000,test,degraded,18,test:fixture_test_0000:crop/sorghum_rows/000006,crop,0.35378005302129995,0.0,False,False
degraded:fixture_test_0000,test,degraded,18,test:fixture_test_0000:crop/sorghum_rows/000007,crop,0.4925770841263799,0.0,False,False
degraded:fixture_test_0000,test,degraded,18,test:fixture_test_0000:crop/sorghum_rows/000017,crop,0.5722273719462967,0.0,False,False
degraded:fixture_test_0000,test,degraded,18,test:fixture_test_0000:crop/sorghum_rows/000018,crop,0.44692905274904504,0.0,False,False
degraded:fixture_test_0000,test,degraded,18,test:fixture_test_0000:crop/sorghum_rows/000019,crop,0.9098774333093006,0.0,False,False
degraded:fixture_test_0000,test,degraded,18,test:fixture_test_0000:weed/broadleaf/000001,weed,0.0,0.9607962529274005,True,False
degraded:fixture_test_0000,test,degraded,18,test:fixture_test_0000:weed/broadleaf/000007,weed,0.7242736077481841,0.6296536095823891,False,False
degraded:fixture_test_0000,test,degraded,19,test:fixture_test_0000:crop/sorghum_rows/000006,crop,0.7583558526525388,0.0,False,False
degraded:fixture_test_0000,test,degraded,19,test:fixture_test_0000:crop/sorghum_rows/000007,crop,0.4269979700774378,0.0,False,False
degraded:fixture_test_0000,test,degraded,19,test:fixture_test_0000:crop/sorghum_rows/000008,crop,0.47035983565849476,0.0,False,False
degraded:fixture_test_0000,test,degraded,19,test:fixture_test_0000:crop/sorghum_rows/000017,crop,0.8197802197802198,0.0,False,False
degraded:fixture_test_0000,test,degraded,19,test:fixture_test_0000:crop/sorghum_rows/000018,crop,0.43927854192717214,0.0,False,False
degraded:fixture_test_0000,test,degraded,19,test:fixture_test_0000:crop/sorghum_rows/000019,crop,0.4762413362117941,0.0,False,False
degraded:fixture_test_0000,test,degraded,19,test:fixture_test_0000:weed/broadleaf/000001,weed,0.0,0.9652572168763879,True,False
degraded:fixture_test_0000,test,degraded,19,test:fixture_test_0000:weed/broadleaf/000007,weed,0.7671658660638598,0.19295823265447015,False,False
degraded:fixture_test_0000,test,degraded,20,test:fixture_test_0000:crop/sorghum_rows/000007,crop,0.42899930880884724,0.0,False,False
degraded:fixture_test_0000,test,degraded,20,test:fixture_test_0000:crop/sorghum_rows/000008,crop,0.44016129806538334,0.0,False,False
degraded:fixture_test_0000,test,degraded,20,test:fixture_test_0000:crop/sorghum_rows/000018,crop,0.4786357687273847,0.0,False,False
degraded:fixture_test_0000,test,degraded,20,test:fixture_test_0000:crop/sorghum_rows/000019,crop,0.5065361828692044,0.0,False,False
degraded:fixture_test_0000,test,degraded,20,test:fixture_test_0000:weed/broadleaf/000001,weed,0.0,0.8443223443223443,True,False
degraded:fixture_test_0000,test,degraded,20,test:fixture_test_0000:weed/broadleaf/000004,weed,0.0,0.9789918727682972,True,False
degraded:fixture_test_0000,test,degraded,21,test:fixture_test_0000:crop/sorghum_rows/000007,crop,0.6165728655250868,0.0,False,False
degraded:fixture_test_0000,test,degraded,21,test:fixture_test_0000:crop/sorghum_rows/000008,crop,0.40630868395675784,0.0,False,False
degraded:fixture_test_0000,test,degraded,21,test:fixture_test_0000:crop/sorghum_rows/000009,crop,0.3408811516040766,0.0,False,False
degraded:fixture_test_0000,test,degraded,21,test:fixture_test_0000:crop/sorghum_rows/000018,crop,0.6314212328767124,0.0,False,False
degraded:fixture_test_0000,test,degraded,21,test:fixture_test_0000:crop/sorghum_rows/000019,crop,0.5380426523479054,0.0,False,False
degraded:fixture_test_0000,test,degraded,21,test:fixture_test_0000:crop/sorghum_rows/000020,crop,0.4088352472463089,0.0,False,False
degraded:fixture_test_0000,test,degraded,21,test:fixture_test_0000:weed/broadleaf/000001,weed,0.0,0.9258701787394168,True,False
degraded:fixture_test_0000,test,degraded,21,test:fixture_test_0000:weed/broadleaf/000004,weed,0.0,0.8646268656716418,True,False
degraded:fixture_test_0000,test,degraded,22,test:fixture_test_0000:crop/sorghum_rows/000008,crop,0.3830992595715528,0.0,False,False
degraded:fixture_test_0000,test,degraded,22,test:fixture_test_0000:crop/sorghum_rows/000009,crop,0.27437940343715017,0.0,False,False
degraded:fixture_test_0000,test,degraded,22,test:fixture_test_0000:crop/sorghum_rows/000019,crop,0.5520814158361165,0.0,False,False
degraded:fixture_test_0000,test,degraded,22,test:fixture_test_0000:crop/sorghum_rows/000020,crop,0.31515340289674504,0.0,False,False
degraded:fixture_test_0000,test,degraded,22,test:fixture_test_0000:weed/broadleaf/000001,weed,0.0,0.9458258258258259,True,False
degraded:fixture_test_0000,test,degraded,22,test:fixture_test_0000:weed/broadleaf/000002,weed,0.0,0.93233659191106,True,False
degraded:fixture_test_0000,test,degraded,22,test:fixture_test_0000:weed/broadleaf/000004,weed,0.0,0.8486378543364613,True,False
degraded:fixture_test_0000,test,degraded,23,test:fixture_test_0000:crop/sorghum_rows/000008,crop,0.4088855193328279,0.0,False,False
degraded:fixture_test_0000,test,degraded,23,test:fixture_test_0000:crop/sorghum_rows/000009,crop,0.2707317073170732,0.0,False,False
degraded:fixture_test_0000,test,degraded,23,test:fixture_test_0000:crop/sorghum_rows/000010,crop,0.35808238144686744,0.0,False,False
degraded:fixture_test_0000,test,degraded,23,test:fixture_test_0000:crop/sorghum_rows/000019,crop,0.5243736589198827,0.0,False,False
degraded:fixture_test_0000,test,degraded,23,test:fixture_test_0000:crop/sorghum_rows/000020,crop,0.38485762144053604,0.0,False,False
degraded:fixture_test_0000,test,degraded,23,test:fixture_test_0000:crop/sorghum_rows/000021,crop,0.5684029272492467,0.0,False,False
degraded:fixture_test_0000,test,degraded,23,test:fixture_test_0000:weed/broadleaf/000002,weed,0.0,0.9438398756315585,True,False
degraded:fixture_test_0000,test,degraded,23,test:fixture_test_0000:weed/broadleaf/000004,weed,0.0,0.7999570986424784,True,False
degraded:fixture_test_0000,test,degraded,24,test:fixture_test_0000:crop/sorghum_rows/000008,crop,0.4146341463414634,0.0,False,False
degraded:fixture_test_0000,test,degraded,24,test:fixture_test_0000:crop/sorghum_rows/000009,crop,0.17920943039847076,0.0,False,False
degraded:fixture_test_0000,test,degraded,24,test:fixture_test_0000:crop/sorghum_rows/000010,crop,0.44215619626504576,0.0,False,False
degraded:fixture_test_0000,test,degraded,24,test:fixture_test_0000:crop/sorghum_rows/000019,crop,0.3078817733990148,0.0,False,False
degraded:fixture_test_0000,test,degraded,24,test:fixture_test_0000:crop/sorghum_rows/000020,crop,0.29247773750391554,0.0,False,False
degraded:fixture_test_0000,test,degraded,24,test:fixture_test_0000:crop/sorghum_rows/000021,crop,0.4966927000318776,0.0,False,False
degraded:fixture_test_0000,test,degraded,24,test:fixture_test_0000:weed/broadleaf/000002,weed,0.0,0.9415092530443955,True,False
degraded:fixture_test_0000,test,degraded,24,test:fixture_test_0000:weed/broadleaf/000004,weed,0.0,0.7782960523374514,True,False
degraded:fixture_test_0000,test,degraded,25,test:fixture_test_0000:crop/sorghum_rows/000009,crop,0.2788471764330533,0.0,False,False
degraded:fixture_test_0000,test,degraded,25,test:fixture_test_0000:crop/sorghum_rows/000010,crop,0.4569911229987983,0.0,False,False
degraded:fixture_test_0000,test,degraded,25,test:fixture_test_0000:crop/sorghum_rows/000020,crop,0.34642162704635265,0.0,False,False
degraded:fixture_test_0000,test,degraded,25,test:fixture_test_0000:crop/sorghum_rows/000021,crop,0.4827572724429152,0.0,False,False
degraded:fixture_test_0000,test,degraded,25,test:fixture_test_0000:weed/broadleaf/000002,weed,0.0,0.9333333333333333,True,False
degraded:fixture_test_0000,test,degraded,25,test:fixture_test_0000:weed/broadleaf/000004,weed,0.0,0.8037835256420132,True,False
degraded:fixture_test_0000,test,degraded,26,test:fixture_test_0000:crop/sorghum_rows/000009,crop,0.2957443352554211,0.0,False,False
degraded:fixture_test_0000,test,degraded,26,test:fixture_test_0000:crop/sorghum_rows/000010,crop,0.48743626426029857,0.0,False,False
degraded:fixture_test_0000,test,degraded,26,test:fixture_test_0000:crop/sorghum_rows/000020,crop,0.29981640548160776,0.0,False,False
degraded:fixture_test_0000,test,degraded,26,test:fixture_test_0000:crop/sorghum_rows/000021,crop,0.46435140902067545,0.0,False,False
degraded:fixture_test_0000,test,degraded,26,test:fixture_test_0000:weed/broadleaf/000002,weed,0.0,0.9502497306825972,True,False
degraded:fixture_test_0000,test,degraded,26,test:fixture_test_0000:weed/broadleaf/000004,weed,0.0,0.8284599745450338,True,False
degraded:fixture_test_0000,test,degraded,27,test:fixture_test_0000:crop/sorghum_rows/000009,crop,0.24238472598388336,0.0,False,False
degraded:fixture_test_0000,test,degraded,27,test:fixture_test_0000:crop/sorghum_rows/000010,crop,0.5498923468389117,0.0,False,False
degraded:fixture_test_0000,test,degraded,27,test:fixture_test_0000:crop/sorghum_rows/000020,crop,0.4488651446774622,0.0,False,False
degraded:fixture_test_0000,test,degraded,27,test:fixture_test_0000:crop/sorghum_rows/000021,crop,0.45302110436542353,0.0,False,False
degraded:fixture_test_0000,test,degraded,27,test:fixture_test_0000:weed/broadleaf/000002,weed,0.0,0.9422533839711754,True,False
degraded:fixture_test_0000,test,degraded,27,test:fixture_test_0000:weed/broadleaf/000004,weed,0.0,0.7000813948507048,True,False
degraded:fixture_test_0000,test,degraded,28,test:fixture_test_0000:crop/sorghum_rows/000009,crop,0.3889484157354967,0.0,False,False
