sequence_id,pair_id,split,class_name,gt_track_id,left_frame,right_frame,frame_gap,centroid_distance_px,mask_iou,passes_frozen_association_geometry
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000009,25,26,1,271.0972546424222,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000009,26,27,1,154.36710917429775,0.028202609793742107,True
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000009,27,28,1,146.60509998339964,0.00836594251787883,True
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000009,28,29,1,32.95591026993914,0.013750498206456756,True
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000010,23,24,1,238.65497080848021,0.015814199695626283,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000010,24,25,1,272.49377374620906,0.00644909972299169,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000010,25,26,1,283.80110797921475,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000010,26,27,1,162.75496071224146,0.028757198588147872,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000010,27,28,1,153.51486038953948,0.05771607181798357,True
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000010,28,29,1,34.9283270183401,0.31653439153439156,True
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000011,0,1,1,164.01292599520124,0.00042005040604872583,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000011,1,2,1,146.10003232292846,0.010830152671755725,True
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000011,2,3,1,178.25958272560783,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000011,3,4,1,219.50095438018633,0.03173637515842839,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000011,4,5,1,268.9514626123299,0.017125038339638073,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000011,5,6,1,203.62277288131148,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000012,0,1,1,163.47768965368726,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000012,1,2,1,145.65338887282329,0.04883296388055809,True
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000012,2,3,1,182.76046791383015,0.034122519626630404,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000012,3,4,1,223.00725852679477,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000012,4,5,1,273.2920954356135,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000012,5,6,1,305.91281706414287,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000012,6,7,1,348.9109809034381,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000012,7,8,1,379.4033602769873,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000013,6,7,1,333.6147028390401,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000013,7,8,1,377.9827827141832,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000013,8,9,1,408.95416811864004,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000013,9,10,1,430.15368066930955,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000014,8,9,1,294.13781646708196,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000014,9,10,1,449.404696913247,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000014,10,11,1,486.1708838323338,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000014,11,12,1,493.6302078147139,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000014,12,13,1,368.6693651078351,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000015,11,12,1,465.8904226405992,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000015,12,13,1,492.3861463436164,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000015,13,14,1,498.5629412689301,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000016,13,14,1,503.5527633781961,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000016,14,15,1,500.9747077347142,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000016,15,16,1,507.8703443449942,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000017,15,16,1,509.8245794719507,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000017,16,17,1,490.7958210866943,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000017,17,18,1,478.89545549130895,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000017,18,19,1,300.09827159094795,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000018,16,17,1,349.0713960768225,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000018,17,18,1,480.881777302321,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000018,18,19,1,462.01731401757013,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000018,19,20,1,464.9764817688714,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000018,20,21,1,282.2170178522481,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000019,18,19,1,342.1474994463975,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000019,19,20,1,473.91562991560795,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000019,20,21,1,418.1212674708013,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000019,21,22,1,387.48089493634563,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000019,22,23,1,340.72897357852986,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000019,23,24,1,225.67367359223286,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000020,21,22,1,386.88585023629713,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000020,22,23,1,361.00759291665895,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000020,23,24,1,332.6675549568743,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000020,24,25,1,261.6859604197381,0.014768531667140017,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000020,25,26,1,272.5989433211124,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000020,26,27,1,138.95634127729411,0.021742204624195714,True
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000020,27,28,1,112.4945332461078,0.051241941600303376,True
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000020,28,29,1,11.367468385775735,0.2825934987766515,True
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000021,23,24,1,271.8554269596962,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000021,24,25,1,259.62087594320747,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000021,25,26,1,271.659072092607,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000021,26,27,1,155.6464112435461,0.000712166172106825,True
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000021,27,28,1,146.35093817032666,0.06566329821543754,True
ideal:fixture_test_0000,fixture_test_0000,test,crop,test:fixture_test_0000:crop/sorghum_rows/000021,28,29,1,33.4776868570104,0.19334249803613512,True
ideal:fixture_test_0000,fixture_test_0000,test,weed,test:fixture_test_0000:weed/broadleaf/000001,17,18,1,373.85387927999477,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,weed,test:fixture_test_0000:weed/broadleaf/000001,18,19,1,429.4092878464589,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,weed,test:fixture_test_0000:weed/broadleaf/000001,19,20,1,400.95857246848794,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,weed,test:fixture_test_0000:weed/broadleaf/000001,20,21,1,395.4401356147493,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,weed,test:fixture_test_0000:weed/broadleaf/000001,21,22,1,351.53572817931865,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,weed,test:fixture_test_0000:weed/broadleaf/000002,22,23,1,346.8330740035359,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,weed,test:fixture_test_0000:weed/broadleaf/000002,23,24,1,319.894867461801,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,weed,test:fixture_test_0000:weed/broadleaf/000002,24,25,1,252.57849521142276,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,weed,test:fixture_test_0000:weed/broadleaf/000002,25,26,1,264.1182713549856,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,weed,test:fixture_test_0000:weed/broadleaf/000002,26,27,1,150.6763173308571,0.0,True
ideal:fixture_test_0000,fixture_test_0000,test,weed,test:fixture_test_0000:weed/broadleaf/000002,27,28,1,143.63277557954336,0.0,True
ideal:fixture_test_0000,fixture_test_0000,test,weed,test:fixture_test_0000:weed/broadleaf/000002,28,29,1,32.237348129800374,0.39441015326999096,True
ideal:fixture_test_0000,fixture_test_0000,test,weed,test:fixture_test_0000:weed/broadleaf/000004,20,21,1,379.1351119938161,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,weed,test:fixture_test_0000:weed/broadleaf/000004,21,22,1,367.00227696312226,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,weed,test:fixture_test_0000:weed/broadleaf/000004,22,23,1,343.0521955858439,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,weed,test:fixture_test_0000:weed/broadleaf/000004,23,24,1,315.8334757194654,3.828190797029324e-05,False
ideal:fixture_test_0000,fixture_test_0000,test,weed,test:fixture_test_0000:weed/broadleaf/000004,24,25,1,249.06167976369653,0.043479998002297356,False
ideal:fixture_test_0000,fixture_test_0000,test,weed,test:fixture_test_0000:weed/broadleaf/000004,25,26,1,256.73707496940654,0.0011519950015132139,False
ideal:fixture_test_0000,fixture_test_0000,test,weed,test:fixture_test_0000:weed/broadleaf/000004,26,27,1,62.57674577407119,0.2529002751543095,True
ideal:fixture_test_0000,fixture_test_0000,test,weed,test:fixture_test_0000:weed/broadleaf/000004,27,28,1,85.199777967848,0.14928352098259978,True
ideal:fixture_test_0000,fixture_test_0000,test,weed,test:fixture_test_0000:weed/broadleaf/000004,28,29,1,14.748318663455239,0.42504638218923935,True
ideal:fixture_test_0000,fixture_test_0000,test,weed,test:fixture_test_0000:weed/broadleaf/000006,10,11,1,436.0268458176386,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,weed,test:fixture_test_0000:weed/broadleaf/000006,11,12,1,440.59693354087744,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,weed,test:fixture_test_0000:weed/broadleaf/000006,12,13,1,448.917044635185,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,weed,test:fixture_test_0000:weed/broadleaf/000006,13,14,1,459.1767018286092,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,weed,test:fixture_test_0000:weed/broadleaf/000007,15,16,1,458.3583898358461,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,weed,test:fixture_test_0000:weed/broadleaf/000007,16,17,1,441.50442413319143,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,weed,test:fixture_test_0000:weed/broadleaf/000007,17,18,1,430.34248413923086,0.0,False
ideal:fixture_test_0000,fixture_test_0000,test,weed,test:fixture_test_0000:weed/broadleaf/000007,18,19,1,414.9138058598509,0.0,False
